Model,MSE,RMSE,RMSLE,R2
Original_MSE,9.115343475341797,3.0191618245912872,0.442173135914339,0.022472459077835082
Original_MAE,11.283179187774659,3.3585579309910356,0.4704382262226857,-0.2100057601928711
Original_RMSE,9.103304004669189,3.0171680955792843,0.4374141159964431,0.023763602972030638
Original_Huber,9.822920894622802,3.1341382514726037,0.43041940023877406,-0.05340797901153564
