Model,MSE,RMSE,RMSLE,R2
Sqrt_MSE,9.248771381378173,3.0411356143520423,0.4300869074749774,0.008163714408874511
Sqrt_MAE,11.164921188354493,3.3412033942269774,0.46646628526204115,-0.19732378721237182
Sqrt_RMSE,9.256198501586914,3.0423460168384238,0.429215049806878,0.007367211580276489
Sqrt_Huber,9.283769893646241,3.046921105668951,0.42729676531122623,0.004410463571548462
