Model,MSE,RMSE,RMSLE,R2
Log_MSE,10.277206182479858,3.2011078418794483,0.4494562349246109,-0.0149669349193573
Log_MAE,11.600657939910889,3.405513912506055,0.47562661167086584,-0.1550489366054535
Log_RMSE,10.186729669570923,3.18804107339426,0.44561791312930066,-0.007252752780914307
Log_Huber,10.22099494934082,3.1918758365917186,0.45004557973005144,-0.009012818336486816
