Model,MSE,RMSE,RMSLE,R2
Sqrt_MSE,10.227751731872559,3.1938134157983207,0.4492065101051755,-0.010668158531188965
Sqrt_MAE,11.687121868133545,3.416384900078343,0.4766976715108253,-0.15883401036262512
Sqrt_RMSE,10.075042724609375,3.1692940232969367,0.4525028451809821,0.005115926265716553
Sqrt_Huber,10.108218908309937,3.1750332441023215,0.4570510797138924,0.001334652304649353
