Model,MSE,RMSE,RMSLE,R2
Log_Sqrt_MSE,10.335758686065674,3.210494590615048,0.4475567195054612,-0.02108094096183777
Log_Sqrt_MAE,11.614190101623535,3.4053124595718254,0.4726174354429915,-0.15097853541374207
Log_Sqrt_RMSE,10.237253427505493,3.1940130876277832,0.4555045546862209,-0.010229617357254028
Log_Sqrt_Huber,10.465834617614746,3.230211965559163,0.45538701921993396,-0.033695414662361145
