Model,MSE,RMSE,RMSLE,R2
Year_Log_LR/Drop,9.31382942199707,3.051855419259986,0.4266965630422658,0.0011868953704833984
Year_MM_LR/Drop,9.349700736999512,3.0577209580305573,0.42647435432520675,-0.002659952640533447
Year_ZS_LR/Drop,9.283605766296386,3.046898992257081,0.427879019786511,0.004428064823150635
