Model,MSE,RMSE,RMSLE,R2
Original,9.286481189727784,3.0473688757236905,0.4259513866786402,0.004119735956192016
월_SC,9.291030120849609,3.048116964349945,0.42594654011173383,0.003631877899169922
일_SC,9.270345878601074,3.0447219274477204,0.42607171549442596,0.005850052833557129
시간_SC,9.285934543609619,3.0472789081718954,0.42611149160936107,0.004178351163864136
요일_SC,9.2591064453125,3.042870873319079,0.42666800169962027,0.0070553779602050785
