Model,MSE,RMSE,RMSLE,R2
Target,9.18138313293457,3.0300797238578676,0.436435989393657,0.015390455722808838
Label,9.251812934875488,3.041679295204458,0.4365070689842623,0.007837474346160889
OneHot,9.117133140563965,3.019459080789797,0.43452417364466045,0.022280573844909668
Embedding,9.099806785583496,3.016588600651984,0.4363352393353251,0.024138689041137695
