Model,MSE,RMSE,RMSLE,R2
Target,9.181521797180176,3.030097663828797,0.4397338202858073,0.015375548601150512
Label,9.248225879669189,3.041089000295241,0.4400160391103495,0.008222216367721557
OneHot,9.10228090286255,3.016998576015591,0.4369980289665138,0.023873311281204224
Embedding,9.117687702178955,3.0195494151270124,0.43828596323361513,0.022221094369888304
